disbursed_amount,asset_cost,ltv,branch_id,Date_of_Birth,Employment_Type,DisbursalDate,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS_SCORE,DELINQUENT_ACCTS_IN_LAST_SIX_MONTHS,CREDIT_HISTORY_LENGTH,NO_OF_INQUIRIES,loan_default
52303,62600,84.66,64,1/1/1990,Salaried,18-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
40394,55900,74.24,136,19-07-78,Self employed,6/10/2018,1,1,0,0,0,0,710,0,0yrs 9mon,0,0
53303,72126,76.26,48,3/9/1985,Self employed,22-08-18,1,1,0,0,0,0,15,0,0yrs 1mon,0,0
56759,65100,89.86,73,1/1/1997,Salaried,11/9/2018,1,1,0,0,0,0,825,0,0yrs 6mon,0,0
55013,69106,81.03,152,20-09-95,Self employed,12/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,2,0
28029,54210,53.5,79,1/1/1996,Self employed,6/8/2018,1,1,0,0,0,0,15,0,0yrs 0mon,4,0
71817,114408,64.68,7,4/1/1992,Self employed,12/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
62847,85789,75.18,67,26-07-85,Self employed,26-09-18,1,1,0,0,0,0,554,2,5yrs 10mon,0,0
58012,110591,54.25,65,31-12-94,Salaried,31-08-18,1,0,1,1,0,0,0,0,0yrs 0mon,0,0
63369,73882,88.25,77,1/6/1959,Salaried,26-09-18,1,1,0,0,0,0,749,0,3yrs 0mon,0,0
44394,66230,67.95,68,11/3/1996,Salaried,21-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,1,1
24529,48500,53.61,8,10/12/1994,Self employed,18-10-18,1,1,0,0,0,0,581,0,1yrs 0mon,0,0
50303,62188,83.62,34,15-08-90,Self employed,1/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
34559,50925,74.62,3,21-07-97,Self employed,6/10/2018,1,1,1,0,0,0,0,0,0yrs 0mon,1,0
58259,98002,61.22,104,1/1/1971,Self employed,30-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58287,87328,70.2,36,21-04-93,Self employed,25-08-18,1,0,1,1,0,0,0,0,0yrs 0mon,0,0
51303,69447,74.88,136,20-10-63,Salaried,17-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57311,76726,79.76,8,1/1/1979,Self employed,9/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
70123,98950,72.76,10,1/1/1990,Self employed,11/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
14440,53920,27.82,160,29-11-77,Salaried,19-10-18,1,1,0,0,0,0,778,0,12yrs 9mon,0,0
38439,50063,79.9,104,15-12-88,Salaried,30-10-18,1,1,0,0,0,0,771,0,0yrs 6mon,0,0
58713,110085,54.5,2,25-12-94,Salaried,20-10-18,1,1,0,0,0,0,825,0,0yrs 7mon,0,0
27756,64516,45.3,65,14-04-65,Salaried,11/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
66181,86950,79.82,105,15-08-79,Salaried,16-08-18,1,1,0,0,0,0,300,2,6yrs 5mon,1,0
25029,51475,51.48,1,1/1/1980,Self employed,31-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
134938,182946,76.53,138,8/6/1992,Salaried,20-09-18,1,1,1,0,0,0,648,0,5yrs 11mon,0,0
51078,60871,85.43,48,24-08-71,Self employed,13-10-18,1,1,0,0,0,0,825,0,1yrs 9mon,0,1
67882,104300,67.11,202,1/1/1971,Salaried,31-08-18,1,1,0,0,0,0,737,0,1yrs 0mon,0,0
60713,69467,89.25,67,3/9/1989,Self employed,4/10/2018,1,1,0,0,0,0,679,0,1yrs 5mon,2,1
83033,117013,72.64,36,1/1/1967,Salaried,31-08-18,1,0,0,1,0,0,654,0,5yrs 1mon,0,0
44968,70952,65,251,15-05-81,Self employed,9/8/2018,1,0,1,1,0,0,706,0,3yrs 2mon,0,0
71817,106151,69.71,159,1/10/1991,Self employed,22-10-18,1,1,0,0,0,0,300,1,5yrs 0mon,0,0
44349,68395,67.26,79,15-12-88,Self employed,14-08-18,1,1,0,0,0,0,18,0,2yrs 2mon,0,0
41794,64280,66.89,67,20-11-93,Salaried,17-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52078,71741,75.27,136,9/6/1993,Self employed,30-08-18,1,1,0,0,0,0,585,0,1yrs 6mon,0,1
54303,66194,83.09,16,1/1/1981,Self employed,11/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
26729,69425,39.18,42,17-09-89,Self employed,21-10-18,1,1,0,0,0,0,15,0,0yrs 0mon,0,0
58493,78069,78.14,1,1/1/1990,Salaried,6/10/2018,1,0,0,1,0,0,753,0,0yrs 10mon,0,0
56010,66136,89.21,63,25-04-75,Salaried,24-08-18,1,1,0,0,0,0,681,0,5yrs 0mon,0,0
64882,105206,63.68,255,4/8/1996,Self employed,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
55059,63442,88.27,136,23-08-61,Salaried,29-08-18,1,1,0,0,0,0,609,1,1yrs 9mon,0,0
53923,65016,85,67,31-12-86,Self employed,19-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
42794,65692,66.98,67,16-06-87,Salaried,12/10/2018,1,1,0,0,0,0,738,0,0yrs 10mon,0,0
82186,123900,67.8,248,1/6/1967,Salaried,30-10-18,1,1,0,0,0,0,738,0,0yrs 5mon,0,0
58513,75693,79.27,20,15-07-94,Self employed,31-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
74751,104689,73.55,11,15-06-96,Self employed,31-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
49278,63794,79.16,20,15-05-92,Salaried,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
55513,72046,79.81,65,5/12/1994,Salaried,21-09-18,1,0,1,1,0,0,0,0,0yrs 0mon,0,1
53078,63420,86.72,250,1/6/1973,Self employed,30-08-18,1,1,0,0,0,0,718,0,4yrs 11mon,2,0
59213,104500,58.37,11,4/8/1990,Self employed,26-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
51678,71472,74.99,251,21-11-91,Self employed,11/9/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
97990,139214,71.47,36,1/6/1990,Self employed,28-10-18,1,0,1,1,0,0,0,0,0yrs 0mon,0,1
59846,72509,85,16,1/1/1993,Self employed,9/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
25529,62102,43.48,42,1/1/1985,Self employed,31-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
34879,62462,57.64,61,20-04-74,Self employed,18-08-18,1,0,0,1,0,0,300,0,1yrs 3mon,0,1
67171,87475,79.91,69,10/5/1991,Self employed,14-09-18,1,1,0,0,0,0,18,0,0yrs 9mon,0,1
43939,62601,75.08,160,20-12-71,Self employed,12/9/2018,1,1,0,0,0,0,644,1,3yrs 5mon,0,0
33784,60825,57.21,250,28-04-68,Salaried,29-08-18,1,1,0,0,0,0,300,0,5yrs 8mon,0,0
28529,40817,73.5,69,28-06-67,Self employed,16-08-18,1,1,0,0,0,0,619,0,4yrs 4mon,1,0
59259,66922,89.66,136,12/1/1996,Salaried,22-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
58013,84757,70.79,152,22-09-96,Salaried,9/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
60213,71260,86.3,13,1/1/1990,Salaried,14-08-18,1,1,0,0,0,0,300,0,7yrs 10mon,3,1
54303,68840,79.9,130,1/3/1996,Salaried,12/9/2018,1,0,0,1,0,0,14,0,0yrs 0mon,0,0
60447,80000,77.5,248,12/6/1986,Salaried,16-10-18,1,1,0,0,0,0,738,0,0yrs 11mon,0,0
39439,68391,58.49,142,10/3/1978,Salaried,18-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
51303,74425,70.14,18,30-08-76,Salaried,23-10-18,1,1,0,0,0,0,617,0,0yrs 6mon,0,0
58000,70675,83.48,147,1/1/1995,Salaried,20-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
44145,67073,68.58,36,1/10/1960,Self employed,31-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
36939,96468,39.39,48,15-01-88,Salaried,20-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
59447,71817,84.94,61,1/1/1986,Self employed,31-10-18,1,1,0,0,0,0,15,0,0yrs 0mon,1,0
59013,67601,88.76,2,3/5/1968,Salaried,3/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
52578,109638,49.25,48,5/8/1996,Self employed,18-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52303,67640,78.36,146,1/1/1992,,14-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
48349,64067,78.04,3,1/11/1990,Self employed,18-08-18,1,1,1,0,0,0,737,0,1yrs 4mon,0,0
54759,63107,89.53,160,11/2/1988,Salaried,19-10-18,1,1,0,0,0,0,445,3,4yrs 5mon,0,0
55013,75248,75.75,255,20-03-95,Self employed,28-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
50778,63765,82.33,147,3/1/1987,Salaried,15-09-18,1,1,0,0,0,0,567,1,1yrs 0mon,2,0
43394,57782,76.15,34,1/1/1976,Salaried,30-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
61213,75930,82.18,76,27-08-90,Salaried,3/10/2018,1,1,0,0,0,0,596,0,6yrs 11mon,0,0
38574,54868,74.72,202,1/1/1991,Salaried,28-09-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,1
96490,149000,66.44,10,1/1/1977,Self employed,23-09-18,1,0,0,1,0,0,584,0,6yrs 2mon,0,0
43929,69699,66,42,28-08-85,Self employed,6/10/2018,1,0,0,1,0,0,318,1,1yrs 8mon,3,0
49803,65002,79.23,18,29-04-68,Salaried,31-08-18,1,1,0,0,0,0,493,0,3yrs 11mon,0,0
64682,74144,89.69,73,25-02-93,Salaried,25-10-18,1,1,0,0,0,0,832,0,0yrs 4mon,0,0
57759,79488,74.85,1,21-03-79,Self employed,25-10-18,1,1,0,0,0,0,14,0,4yrs 0mon,0,0
74751,90000,84.44,135,18-07-88,Salaried,29-10-18,1,1,0,0,0,0,709,0,1yrs 9mon,0,1
59913,81163,74.79,2,14-09-89,Self employed,17-10-18,1,1,0,0,0,0,709,0,0yrs 7mon,1,0
58259,73097,80.71,19,1/1/1997,Salaried,26-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
38839,60334,66.3,67,15-06-87,Self employed,18-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
55259,115185,49.49,120,1/1/1995,Self employed,23-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
33341,72772,48.1,120,1/1/1982,Self employed,16-08-18,1,0,0,1,0,0,621,1,4yrs 4mon,0,0
44215,70032,66.4,249,1/6/1980,Self employed,31-10-18,1,1,0,0,0,0,17,0,0yrs 0mon,0,1
57059,65368,89.95,34,1/6/1982,Self employed,18-09-18,1,1,1,0,0,0,682,0,2yrs 1mon,1,0
43394,66052,68.13,74,8/7/1981,Salaried,30-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
54613,61900,89.98,72,14-07-65,Self employed,17-09-18,1,1,0,0,0,0,626,0,1yrs 11mon,5,0
38939,71621,55.85,138,1/2/1977,Self employed,5/9/2018,1,1,0,0,0,0,300,0,2yrs 10mon,0,0
61433,96538,66.3,120,12/12/1972,Self employed,27-09-18,1,1,0,0,0,0,634,0,5yrs 2mon,0,1
47253,62000,80,202,5/1/1993,Self employed,14-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
60263,76558,80.33,70,10/2/1985,Self employed,16-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
62447,66874,94.95,67,1/12/1979,Salaried,31-10-18,1,1,0,0,0,0,300,0,9yrs 3mon,0,0
51103,62188,84.9,34,1/12/1991,Salaried,1/8/2018,1,1,0,0,0,0,596,1,2yrs 6mon,0,1
50733,75763,68.24,36,1/10/1962,Self employed,22-10-18,1,0,0,1,0,0,646,0,3yrs 0mon,1,1
44745,62320,74.78,10,21-02-85,Self employed,24-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
39641,64550,61.97,74,1/1/1989,Self employed,18-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
45675,63958,76.61,78,10/6/1959,Self employed,18-10-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,1
52703,77071,71.36,36,4/2/1987,Self employed,27-09-18,1,0,1,1,0,0,0,0,0yrs 0mon,0,0
52003,62000,85,136,11/7/1997,Self employed,30-08-18,1,1,0,0,0,0,738,0,2yrs 1mon,5,1
32334,60967,54.54,3,28-08-72,Self employed,27-09-18,1,1,0,0,0,0,14,0,17yrs 10mon,0,0
71267,106268,69.12,251,1/1/1987,Self employed,24-09-18,1,0,1,1,0,0,654,0,4yrs 10mon,0,1
53303,66118,81.67,34,1/7/1981,Self employed,11/9/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
54659,68957,81.21,67,1/1/1966,Self employed,26-10-18,1,0,0,1,0,0,659,2,1yrs 10mon,0,0
55259,71895,78.59,14,1/1/1989,Self employed,10/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
64382,80261,82.23,10,5/3/1994,Self employed,23-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
41664,67125,64.06,5,26-06-78,Salaried,22-08-18,1,1,0,0,0,0,708,0,1yrs 9mon,0,0
26429,39289,71.01,250,10/7/1987,Self employed,20-08-18,1,1,0,0,0,0,421,2,2yrs 3mon,0,0
44349,66680,68.99,68,14-04-69,Self employed,4/8/2018,1,1,0,0,0,0,687,0,0yrs 10mon,0,0
49678,73700,68.66,152,1/1/1985,Self employed,15-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
55309,71953,79.91,138,5/1/1981,Self employed,25-09-18,1,1,0,0,0,0,659,0,0yrs 10mon,1,0
79040,108740,74.49,8,30-04-98,,25-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
45849,69237,68.6,120,1/1/1991,Salaried,10/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
48899,68778,72.7,138,19-07-89,Salaried,23-10-18,1,1,0,0,0,0,719,0,2yrs 0mon,0,0
41494,69932,60.77,18,25-01-92,Self employed,30-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
56259,70009,81.42,146,30-06-95,Salaried,13-08-18,1,1,0,0,0,0,15,0,0yrs 1mon,0,1
45849,82185,57.19,48,9/5/1994,Self employed,31-08-18,1,1,0,0,0,0,825,0,0yrs 2mon,0,0
70817,85419,84.29,2,11/6/1974,Self employed,28-10-18,1,1,0,0,0,0,618,1,4yrs 0mon,0,0
50703,68265,76.17,67,4/6/1967,Salaried,13-10-18,1,1,0,0,0,0,639,0,4yrs 0mon,0,0
50385,73296,70,36,1/1/1994,Self employed,31-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
58450,77753,79.87,78,1/1/1995,Salaried,8/10/2018,1,1,0,0,0,0,566,0,0yrs 4mon,1,1
61713,77720,81.06,165,20-01-85,Self employed,28-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
46349,62509,75.67,18,1/9/1979,Salaried,24-08-18,1,1,0,0,0,0,17,0,0yrs 2mon,1,0
53303,65605,83.84,146,1/1/1997,Salaried,23-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
51703,70795,74.86,138,9/10/1978,Salaried,23-10-18,1,1,1,0,0,0,825,0,2yrs 1mon,1,0
56513,73262,79.85,251,5/7/1988,Salaried,25-10-18,1,0,1,1,0,0,0,0,0yrs 0mon,0,0
35254,72827,52.48,5,15-06-87,Salaried,5/10/2018,1,1,0,0,0,0,577,1,4yrs 1mon,0,1
34699,68638,53.91,11,1/8/1995,Self employed,11/9/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
45829,65391,74.93,3,11/5/1993,Salaried,22-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
64419,96423,68.45,20,20-11-96,Salaried,11/10/2018,1,1,0,0,0,0,681,0,0yrs 10mon,0,0
53803,61476,89.47,136,20-06-97,Salaried,3/8/2018,1,1,0,0,0,0,591,0,2yrs 11mon,0,1
67882,107285,65.25,104,1/1/1994,Salaried,22-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
65882,74500,89.93,2,1/1/1966,Self employed,18-09-18,1,1,0,0,0,0,710,0,2yrs 0mon,3,0
54963,67000,85,2,28-03-74,Salaried,16-09-18,1,1,1,0,0,0,524,0,14yrs 3mon,1,1
54638,76379,72.51,117,1/1/1978,Self employed,29-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
53139,91460,61.23,104,17-06-97,Self employed,30-08-18,1,1,0,0,0,0,825,0,0yrs 7mon,0,0
43594,83808,52.74,66,25-05-91,Salaried,6/8/2018,1,1,0,0,0,0,618,0,3yrs 3mon,0,0
55859,75832,79.12,103,1/1/1995,Self employed,12/9/2018,1,1,0,0,0,0,738,0,0yrs 7mon,3,0
38439,65123,61.42,3,29-03-87,Self employed,7/8/2018,1,1,1,0,0,0,627,0,3yrs 3mon,0,0
72123,98700,74.97,103,15-02-90,Salaried,21-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
76751,107470,72.58,251,23-06-85,Self employed,26-10-18,1,0,1,1,0,0,0,0,0yrs 0mon,0,0
52303,68286,79.08,74,1/1/1982,Salaried,30-08-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
62891,71500,89.93,135,23-08-80,Self employed,9/10/2018,1,1,0,0,0,0,758,0,4yrs 11mon,0,1
57013,65616,88.39,165,1/1/1986,Salaried,25-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
53249,64100,88.92,5,25-12-67,Salaried,1/8/2018,1,0,0,1,0,0,749,0,3yrs 3mon,0,0
56259,74454,77.9,5,21-08-95,Salaried,4/10/2018,1,1,0,0,0,0,407,1,1yrs 11mon,0,1
40894,62353,67.36,165,25-10-86,Salaried,11/9/2018,1,0,0,0,1,0,0,0,0yrs 0mon,0,0
95490,173762,57.55,103,1/5/1997,Self employed,21-09-18,1,1,0,0,0,0,832,0,0yrs 5mon,1,0
50303,76200,68.24,17,10/10/1975,Self employed,17-10-18,1,1,0,0,0,0,738,0,0yrs 5mon,0,0
38439,58421,68.47,79,1/5/1967,Self employed,14-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
39594,62267,65.85,67,16-07-77,Self employed,20-08-18,1,1,0,0,0,0,775,0,3yrs 0mon,0,0
58159,71980,82.66,67,14-04-97,Self employed,20-10-18,1,1,0,0,0,0,738,0,0yrs 3mon,0,0
55459,71893,78.87,78,10/6/1986,Salaried,4/10/2018,1,1,1,0,0,0,0,0,0yrs 0mon,0,0
40394,70518,59.56,120,1/1/1971,Salaried,30-10-18,1,1,0,0,0,0,760,0,12yrs 9mon,0,0
54303,79439,69.24,9,1/1/1972,Self employed,29-10-18,1,1,0,0,0,0,300,1,5yrs 3mon,0,0
63242,90842,71.55,20,12/3/1994,Salaried,8/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
42394,64989,66.93,79,22-12-68,Salaried,18-09-18,1,1,0,0,0,0,710,0,0yrs 11mon,0,0
52094,80252,69.16,11,7/6/1998,,26-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
42394,57350,74.98,136,25-04-70,Self employed,17-10-18,1,1,0,0,0,0,738,0,0yrs 5mon,2,0
78886,120722,66.93,251,1/10/1978,Self employed,27-09-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
52003,69700,76.33,13,8/4/1985,Salaried,30-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
44349,58104,79.17,3,1/1/1991,Self employed,1/8/2018,1,1,0,1,0,0,0,0,0yrs 0mon,0,0
56759,64739,89.59,136,15-05-95,Salaried,16-09-18,1,1,0,0,0,0,825,0,1yrs 0mon,0,0
39210,56390,72.71,9,1/6/1988,Self employed,14-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
42994,76322,58.96,1,1/1/1971,Self employed,23-10-18,1,1,0,0,0,0,300,0,2yrs 6mon,0,0
76751,98116,79.5,136,30-12-70,Self employed,16-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
63213,88722,73.26,9,20-12-95,Salaried,31-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
54509,72697,77.03,5,2/12/1981,Self employed,20-10-18,1,1,0,0,0,0,639,0,2yrs 9mon,0,0
64400,73889,89.86,121,26-09-76,Self employed,22-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
49000,106376,47,35,30-06-91,Salaried,15-10-18,1,1,0,0,0,0,651,0,1yrs 2mon,0,0
56613,74031,78.35,16,13-05-92,Salaried,27-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
63213,97090,66.95,36,1/1/1992,Self employed,4/9/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,1
39139,54477,73.43,14,1/1/1995,Self employed,18-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
59463,77583,78.63,3,15-07-97,Self employed,31-10-18,1,1,0,1,0,0,0,0,0yrs 0mon,0,1
51078,60475,87.64,79,24-09-93,Salaried,7/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,2,0
53078,62000,88.71,79,4/8/1992,Self employed,5/9/2018,1,1,0,0,0,0,709,0,0yrs 7mon,1,0
47349,58189,84.21,160,21-04-72,Self employed,12/9/2018,1,1,1,0,0,0,634,0,2yrs 7mon,0,0
61213,90915,68.2,165,27-12-91,Salaried,11/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57359,71347,82.83,34,26-10-78,Self employed,23-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
54259,63420,88.3,250,1/4/1994,Self employed,16-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
66882,81998,84.15,1,6/8/1992,Self employed,21-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
51223,69669,77.51,103,15-02-96,Salaried,22-10-18,1,1,0,0,0,0,15,0,0yrs 0mon,1,0
46749,68023,70.56,67,1/1/1990,Self employed,30-10-18,1,1,0,0,0,0,763,0,0yrs 8mon,0,0
57563,66969,88.1,70,23-08-91,Salaried,9/8/2018,1,1,1,0,0,0,755,0,1yrs 5mon,0,0
61947,75423,84.85,160,1/2/1988,Self employed,14-09-18,1,1,0,0,0,0,515,1,2yrs 1mon,2,0
107112,187725,59.66,17,5/8/1997,,29-10-18,1,1,0,0,0,0,545,0,12yrs 9mon,0,1
68923,96555,75.6,1,16-01-95,Salaried,26-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,1,0
30239,74839,42.09,65,1/10/1980,Salaried,15-10-18,1,0,0,1,0,0,369,2,3yrs 1mon,9,0
51321,65243,82.92,3,1/6/1980,Self employed,22-08-18,1,1,0,0,0,0,300,0,4yrs 1mon,1,0
59647,67888,89.85,61,6/1/1987,Salaried,30-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
35911,89613,41.82,85,19-02-94,Self employed,26-10-18,1,1,0,0,0,0,642,0,2yrs 7mon,0,0
51703,67551,78.46,5,1/1/1993,Salaried,12/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
61947,74415,84.66,34,2/12/1996,Self employed,22-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
57759,66500,89.47,2,15-09-78,Self employed,31-08-18,1,1,1,0,0,0,0,0,0yrs 0mon,1,0
18219,66070,30.27,120,1/1/1980,Self employed,21-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
47249,64661,75.01,67,12/10/1997,,27-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
49803,75480,68.23,250,18-11-80,Salaried,20-09-18,1,1,0,0,0,0,742,0,2yrs 9mon,0,0
57659,65812,89.19,61,23-11-70,Self employed,29-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
58713,77518,78.05,85,1/1/1958,Self employed,29-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
62335,74858,84.99,147,5/3/1994,Salaried,13-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
63947,80000,81.25,135,24-04-76,Self employed,31-10-18,1,1,0,0,0,0,402,1,1yrs 4mon,0,1
64882,74221,88.92,2,26-01-78,Salaried,20-10-18,1,1,1,0,0,0,0,0,0yrs 0mon,0,1
61213,74916,82.76,257,29-11-86,Salaried,22-10-18,1,1,0,0,0,0,763,0,2yrs 10mon,0,0
42494,57817,75.93,15,3/6/1995,Self employed,16-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52503,80000,66.5,17,2/4/1981,Salaried,21-10-18,1,1,0,0,0,0,724,0,3yrs 7mon,0,0
57777,74315,83.43,159,1/5/1982,Self employed,19-09-18,1,1,0,0,0,0,374,1,3yrs 0mon,0,1
65309,98684,68.91,120,1/1/1989,Salaried,23-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
52337,73759,72.88,65,1/10/1975,Self employed,31-10-18,1,0,0,1,0,0,738,0,1yrs 11mon,0,1
57700,75363,78.29,146,27-11-94,Salaried,13-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,1,0
95990,150954,64.59,29,1/1/1996,Self employed,30-09-18,1,1,0,0,0,0,17,0,0yrs 0mon,0,0
60213,68979,88.43,48,1/1/1975,Salaried,26-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
55906,75211,76.99,147,27-10-89,Salaried,12/9/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
59013,68408,87.71,76,23-07-95,Salaried,17-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
62947,81000,79.63,248,28-03-87,Salaried,14-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
52803,66283,82.22,34,15-08-95,Salaried,26-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
61447,73564,85.64,82,28-02-76,Self employed,9/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
61585,94823,70,36,1/1/1981,Self employed,27-09-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
77781,109780,72.67,36,19-04-62,Self employed,17-10-18,1,0,0,1,0,0,0,0,0yrs 0mon,0,0
42810,88962,50.58,251,1/3/1978,Salaried,31-08-18,1,0,1,1,0,0,15,0,0yrs 0mon,0,0
51803,77735,67.54,16,1/11/1994,Salaried,24-10-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
57513,66300,88.99,2,5/8/1994,Salaried,18-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
70337,95343,77.61,162,17-08-76,Salaried,27-08-18,1,1,0,0,0,0,836,0,3yrs 1mon,0,0
62562,73339,89.99,19,23-05-65,Self employed,25-08-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,1
47249,57446,84.25,19,4/5/1989,Salaried,30-08-18,1,1,0,0,0,0,738,0,0yrs 6mon,0,0
56259,64375,89.32,250,27-01-81,Salaried,30-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
59563,75652,80.63,13,30-09-75,Self employed,25-09-18,1,1,0,0,0,0,738,0,2yrs 5mon,0,0
64382,92360,70.92,35,1/1/1982,Self employed,31-08-18,1,1,0,0,0,0,694,0,1yrs 3mon,0,0
53303,77256,69.9,16,1/1/1995,Salaried,16-09-18,1,1,0,0,0,0,0,0,0yrs 0mon,0,0
